,Unnamed: 0,Country,Year,Month,Pollutant,GHG,Element,Temperature
16794,16872,Italy,2003,October,Methane,49446.208,Temperature change,0.054000000000000006
16796,16874,Italy,2003,November,Methane,49446.208,Temperature change,1.587
16798,16876,Italy,2003,December,Methane,49446.208,Temperature change,0.504
16800,16878,Italy,2004,January,Methane,47828.715,Temperature change,-0.016
16802,16880,Italy,2004,February,Methane,47828.715,Temperature change,0.674
16804,16882,Italy,2004,March,Methane,47828.715,Temperature change,-0.047
16806,16884,Italy,2004,April,Methane,47828.715,Temperature change,0.757
16808,16886,Italy,2004,May,Methane,47828.715,Temperature change,-0.66
16810,16888,Italy,2004,June,Methane,47828.715,Temperature change,1.054
16812,16890,Italy,2004,July,Methane,47828.715,Temperature change,1.229
16814,16892,Italy,2004,August,Methane,47828.715,Temperature change,1.554
16816,16894,Italy,2004,September,Methane,47828.715,Temperature change,0.7909999999999999
16818,16896,Italy,2004,October,Methane,47828.715,Temperature change,2.679
16820,16898,Italy,2004,November,Methane,47828.715,Temperature change,0.504
16822,16900,Italy,2004,December,Methane,47828.715,Temperature change,1.402
16824,16902,Italy,2005,January,Methane,48328.305,Temperature change,-0.27399999999999997
16826,16904,Italy,2005,February,Methane,48328.305,Temperature change,-2.154
16828,16906,Italy,2005,March,Methane,48328.305,Temperature change,0.171
16830,16908,Italy,2005,April,Methane,48328.305,Temperature change,0.45
16832,16910,Italy,2005,May,Methane,48328.305,Temperature change,2.0380000000000003
16834,16912,Italy,2005,June,Methane,48328.305,Temperature change,1.936
16836,16914,Italy,2005,July,Methane,48328.305,Temperature change,1.595
16838,16916,Italy,2005,August,Methane,48328.305,Temperature change,-0.064
16840,16918,Italy,2005,September,Methane,48328.305,Temperature change,0.6859999999999999
16842,16920,Italy,2005,October,Methane,48328.305,Temperature change,0.99
16844,16922,Italy,2005,November,Methane,48328.305,Temperature change,0.033
16846,16924,Italy,2005,December,Methane,48328.305,Temperature change,-1.0170000000000001
16848,16926,Italy,2006,January,Methane,47064.78,Temperature change,-0.836
16850,16928,Italy,2006,February,Methane,47064.78,Temperature change,-0.201
16852,16930,Italy,2006,March,Methane,47064.78,Temperature change,-0.17300000000000001
16854,16932,Italy,2006,April,Methane,47064.78,Temperature change,1.729
16856,16934,Italy,2006,May,Methane,47064.78,Temperature change,1.62
16858,16936,Italy,2006,June,Methane,47064.78,Temperature change,1.395
16860,16938,Italy,2006,July,Methane,47064.78,Temperature change,2.745
16862,16940,Italy,2006,August,Methane,47064.78,Temperature change,-0.095
16864,16942,Italy,2006,September,Methane,47064.78,Temperature change,1.287
16866,16944,Italy,2006,October,Methane,47064.78,Temperature change,2.373
16868,16946,Italy,2006,November,Methane,47064.78,Temperature change,1.422
16870,16948,Italy,2006,December,Methane,47064.78,Temperature change,1.817
16872,16950,Italy,2007,January,Methane,47763.45200000001,Temperature change,3.1010000000000004
16874,16952,Italy,2007,February,Methane,47763.45200000001,Temperature change,2.495
16876,16954,Italy,2007,March,Methane,47763.45200000001,Temperature change,1.632
16878,16956,Italy,2007,April,Methane,47763.45200000001,Temperature change,3.1660000000000004
16880,16958,Italy,2007,May,Methane,47763.45200000001,Temperature change,2.194
16882,16960,Italy,2007,June,Methane,47763.45200000001,Temperature change,1.946
16884,16962,Italy,2007,July,Methane,47763.45200000001,Temperature change,1.777
16886,16964,Italy,2007,August,Methane,47763.45200000001,Temperature change,1.117
16888,16966,Italy,2007,September,Methane,47763.45200000001,Temperature change,-0.379
16890,16968,Italy,2007,October,Methane,47763.45200000001,Temperature change,0.317
16892,16970,Italy,2007,November,Methane,47763.45200000001,Temperature change,-0.499
16894,16972,Italy,2007,December,Methane,47763.45200000001,Temperature change,-0.38299999999999995
16896,16974,Italy,2008,January,Methane,47327.838,Temperature change,2.105
16898,16976,Italy,2008,February,Methane,47327.838,Temperature change,0.99
16900,16978,Italy,2008,March,Methane,47327.838,Temperature change,1.023
16902,16980,Italy,2008,April,Methane,47327.838,Temperature change,1.053
16904,16982,Italy,2008,May,Methane,47327.838,Temperature change,1.635
16906,16984,Italy,2008,June,Methane,47327.838,Temperature change,1.611
16908,16986,Italy,2008,July,Methane,47327.838,Temperature change,1.4680000000000002
16910,16988,Italy,2008,August,Methane,47327.838,Temperature change,1.8119999999999998
16912,16990,Italy,2008,September,Methane,47327.838,Temperature change,-0.087
16914,16992,Italy,2008,October,Methane,47327.838,Temperature change,1.4569999999999999
16916,16994,Italy,2008,November,Methane,47327.838,Temperature change,0.9390000000000001
16918,16996,Italy,2008,December,Methane,47327.838,Temperature change,0.315
16920,16998,Italy,2009,January,Methane,47292.36900000001,Temperature change,0.6509999999999999
16922,17000,Italy,2009,February,Methane,47292.36900000001,Temperature change,-0.47700000000000004
16924,17002,Italy,2009,March,Methane,47292.36900000001,Temperature change,0.6940000000000001
16926,17004,Italy,2009,April,Methane,47292.36900000001,Temperature change,1.84
16928,17006,Italy,2009,May,Methane,47292.36900000001,Temperature change,2.9530000000000003
16930,17008,Italy,2009,June,Methane,47292.36900000001,Temperature change,1.261
16932,17010,Italy,2009,July,Methane,47292.36900000001,Temperature change,1.837
16934,17012,Italy,2009,August,Methane,47292.36900000001,Temperature change,2.8089999999999997
16936,17014,Italy,2009,September,Methane,47292.36900000001,Temperature change,1.5119999999999998
16938,17016,Italy,2009,October,Methane,47292.36900000001,Temperature change,0.218
16940,17018,Italy,2009,November,Methane,47292.36900000001,Temperature change,1.3630000000000002
16942,17020,Italy,2009,December,Methane,47292.36900000001,Temperature change,0.722
16944,17022,Italy,2010,January,Methane,46980.028,Temperature change,-0.091
16946,17024,Italy,2010,February,Methane,46980.028,Temperature change,0.45
16948,17026,Italy,2010,March,Methane,46980.028,Temperature change,0.516
16950,17028,Italy,2010,April,Methane,46980.028,Temperature change,1.485
16952,17030,Italy,2010,May,Methane,46980.028,Temperature change,0.527
16954,17032,Italy,2010,June,Methane,46980.028,Temperature change,1.033
16956,17034,Italy,2010,July,Methane,46980.028,Temperature change,2.426
16958,17036,Italy,2010,August,Methane,46980.028,Temperature change,1.089
16960,17038,Italy,2010,September,Methane,46980.028,Temperature change,-0.075
16962,17040,Italy,2010,October,Methane,46980.028,Temperature change,-0.034
16964,17042,Italy,2010,November,Methane,46980.028,Temperature change,1.2429999999999999
16966,17044,Italy,2010,December,Methane,46980.028,Temperature change,-0.395
16968,17046,Italy,2011,January,Methane,45569.449,Temperature change,0.934
16970,17048,Italy,2011,February,Methane,45569.449,Temperature change,0.7120000000000001
16972,17050,Italy,2011,March,Methane,45569.449,Temperature change,0.898
16974,17052,Italy,2011,April,Methane,45569.449,Temperature change,2.496
16976,17054,Italy,2011,May,Methane,45569.449,Temperature change,1.649
16978,17056,Italy,2011,June,Methane,45569.449,Temperature change,1.501
16980,17058,Italy,2011,July,Methane,45569.449,Temperature change,0.625
16982,17060,Italy,2011,August,Methane,45569.449,Temperature change,2.096
16984,17062,Italy,2011,September,Methane,45569.449,Temperature change,2.6860000000000004
16986,17064,Italy,2011,October,Methane,45569.449,Temperature change,0.599
16988,17066,Italy,2011,November,Methane,45569.449,Temperature change,1.2670000000000001
16990,17068,Italy,2011,December,Methane,45569.449,Temperature change,1.436
16992,17070,Italy,2012,January,Methane,46168.169,Temperature change,0.65
16994,17072,Italy,2012,February,Methane,46168.169,Temperature change,-2.454
16996,17074,Italy,2012,March,Methane,46168.169,Temperature change,2.539
16998,17076,Italy,2012,April,Methane,46168.169,Temperature change,1.258
17000,17078,Italy,2012,May,Methane,46168.169,Temperature change,0.934
17002,17080,Italy,2012,June,Methane,46168.169,Temperature change,2.889
17004,17082,Italy,2012,July,Methane,46168.169,Temperature change,2.595
17006,17084,Italy,2012,August,Methane,46168.169,Temperature change,3.18
17008,17086,Italy,2012,September,Methane,46168.169,Temperature change,1.247
17010,17088,Italy,2012,October,Methane,46168.169,Temperature change,1.92
17012,17090,Italy,2012,November,Methane,46168.169,Temperature change,2.434
17014,17092,Italy,2012,December,Methane,46168.169,Temperature change,-0.08199999999999999
17016,17094,Italy,2013,January,Methane,44770.836,Temperature change,1.157
17018,17096,Italy,2013,February,Methane,44770.836,Temperature change,-1.025
17020,17098,Italy,2013,March,Methane,44770.836,Temperature change,0.5760000000000001
17022,17100,Italy,2013,April,Methane,44770.836,Temperature change,2.04
17024,17102,Italy,2013,May,Methane,44770.836,Temperature change,0.41600000000000004
17026,17104,Italy,2013,June,Methane,44770.836,Temperature change,0.541
17028,17106,Italy,2013,July,Methane,44770.836,Temperature change,1.835
17030,17108,Italy,2013,August,Methane,44770.836,Temperature change,2.07
17032,17110,Italy,2013,September,Methane,44770.836,Temperature change,1.07
17034,17112,Italy,2013,October,Methane,44770.836,Temperature change,2.5180000000000002
17036,17114,Italy,2013,November,Methane,44770.836,Temperature change,1.068
17038,17116,Italy,2013,December,Methane,44770.836,Temperature change,1.193
17040,17118,Italy,2014,January,Methane,43904.672,Temperature change,2.964
17042,17120,Italy,2014,February,Methane,43904.672,Temperature change,2.7680000000000002
17044,17122,Italy,2014,March,Methane,43904.672,Temperature change,1.796
17046,17124,Italy,2014,April,Methane,43904.672,Temperature change,1.847
17048,17126,Italy,2014,May,Methane,43904.672,Temperature change,0.326
17050,17128,Italy,2014,June,Methane,43904.672,Temperature change,1.6380000000000001
17052,17130,Italy,2014,July,Methane,43904.672,Temperature change,0.11800000000000001
17054,17132,Italy,2014,August,Methane,43904.672,Temperature change,0.688
17056,17134,Italy,2014,September,Methane,43904.672,Temperature change,0.968
17058,17136,Italy,2014,October,Methane,43904.672,Temperature change,2.411
17060,17138,Italy,2014,November,Methane,43904.672,Temperature change,3.216
17062,17140,Italy,2014,December,Methane,43904.672,Temperature change,1.624
17064,17142,Italy,2015,January,Methane,43883.601,Temperature change,1.57
17066,17144,Italy,2015,February,Methane,43883.601,Temperature change,0.166
17068,17146,Italy,2015,March,Methane,43883.601,Temperature change,1.208
17070,17148,Italy,2015,April,Methane,43883.601,Temperature change,1.368
17072,17150,Italy,2015,May,Methane,43883.601,Temperature change,2.164
17074,17152,Italy,2015,June,Methane,43883.601,Temperature change,2.128
17076,17154,Italy,2015,July,Methane,43883.601,Temperature change,3.98
17078,17156,Italy,2015,August,Methane,43883.601,Temperature change,2.394
17080,17158,Italy,2015,September,Methane,43883.601,Temperature change,1.2830000000000001
17082,17160,Italy,2015,October,Methane,43883.601,Temperature change,1.056
17084,17162,Italy,2015,November,Methane,43883.601,Temperature change,1.984
17086,17164,Italy,2015,December,Methane,43883.601,Temperature change,2.235
17088,17166,Italy,2016,January,Methane,43399.270999999986,Temperature change,2.017
17090,17168,Italy,2016,February,Methane,43399.270999999986,Temperature change,3.01
17092,17170,Italy,2016,March,Methane,43399.270999999986,Temperature change,1.166
17094,17172,Italy,2016,April,Methane,43399.270999999986,Temperature change,2.8080000000000003
17096,17174,Italy,2016,May,Methane,43399.270999999986,Temperature change,0.6
17098,17176,Italy,2016,June,Methane,43399.270999999986,Temperature change,1.379
17100,17178,Italy,2016,July,Methane,43399.270999999986,Temperature change,2.136
17102,17180,Italy,2016,August,Methane,43399.270999999986,Temperature change,1.284
17104,17182,Italy,2016,September,Methane,43399.270999999986,Temperature change,1.594
17106,17184,Italy,2016,October,Methane,43399.270999999986,Temperature change,1.207
17108,17186,Italy,2016,November,Methane,43399.270999999986,Temperature change,1.395
17110,17188,Italy,2016,December,Methane,43399.270999999986,Temperature change,1.092
17112,17190,Italy,2017,January,Methane,43657.971,Temperature change,-1.175
17114,17192,Italy,2017,February,Methane,43657.971,Temperature change,2.483
17116,17194,Italy,2017,March,Methane,43657.971,Temperature change,2.7760000000000002
17118,17196,Italy,2017,April,Methane,43657.971,Temperature change,1.5519999999999998
17120,17198,Italy,2017,May,Methane,43657.971,Temperature change,1.992
17122,17200,Italy,2017,June,Methane,43657.971,Temperature change,3.537
17124,17202,Italy,2017,July,Methane,43657.971,Temperature change,2.3
17126,17204,Italy,2017,August,Methane,43657.971,Temperature change,3.262
17128,17206,Italy,2017,September,Methane,43657.971,Temperature change,-0.14800000000000002
17130,17208,Italy,2017,October,Methane,43657.971,Temperature change,1.4580000000000002
17132,17210,Italy,2017,November,Methane,43657.971,Temperature change,0.34299999999999997
17134,17212,Italy,2017,December,Methane,43657.971,Temperature change,-0.155
17136,17214,Italy,2018,January,Methane,43032.645999999986,Temperature change,3.068
17138,17216,Italy,2018,February,Methane,43032.645999999986,Temperature change,-0.845
17140,17218,Italy,2018,March,Methane,43032.645999999986,Temperature change,0.6509999999999999
17142,17220,Italy,2018,April,Methane,43032.645999999986,Temperature change,3.717
17144,17222,Italy,2018,May,Methane,43032.645999999986,Temperature change,2.315
17146,17224,Italy,2018,June,Methane,43032.645999999986,Temperature change,2.008
17148,17226,Italy,2018,July,Methane,43032.645999999986,Temperature change,2.467
17150,17228,Italy,2018,August,Methane,43032.645999999986,Temperature change,2.394
17152,17230,Italy,2018,September,Methane,43032.645999999986,Temperature change,2.129
17154,17232,Italy,2018,October,Methane,43032.645999999986,Temperature change,2.2969999999999997
17156,17234,Italy,2018,November,Methane,43032.645999999986,Temperature change,2.065
17158,17236,Italy,2018,December,Methane,43032.645999999986,Temperature change,1.183
17160,17238,Japan,1990,January,Carbon dioxide,1158391.311,Temperature change,-0.051
17162,17240,Japan,1990,February,Carbon dioxide,1158391.311,Temperature change,2.929
17164,17242,Japan,1990,March,Carbon dioxide,1158391.311,Temperature change,1.6980000000000002
17166,17244,Japan,1990,April,Carbon dioxide,1158391.311,Temperature change,0.24
17168,17246,Japan,1990,May,Carbon dioxide,1158391.311,Temperature change,0.376
17170,17248,Japan,1990,June,Carbon dioxide,1158391.311,Temperature change,1.46
17172,17250,Japan,1990,July,Carbon dioxide,1158391.311,Temperature change,0.7959999999999999
17174,17252,Japan,1990,August,Carbon dioxide,1158391.311,Temperature change,1.258
17176,17254,Japan,1990,September,Carbon dioxide,1158391.311,Temperature change,1.141
17178,17256,Japan,1990,October,Carbon dioxide,1158391.311,Temperature change,1.003
17180,17258,Japan,1990,November,Carbon dioxide,1158391.311,Temperature change,2.14
17182,17260,Japan,1990,December,Carbon dioxide,1158391.311,Temperature change,1.569
17184,17262,Japan,1991,January,Carbon dioxide,1170065.729,Temperature change,1.371
